Amount,Delay,duration,response,BaseAmount,BaseDelay,RefID,duration_in_seconds,Age,Degree,Essentials,Investments,Leisure,Happiness,Sleep,Stress
25.0,4,2522.5130000000063,1,20.0,0,8,2.5225130000000062,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,4,1411.44800002384,1,20.0,0,8,1.41144800002384,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,24,3864.367999952316,0,20.0,0,8,3.864367999952316,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,52,1692.8029999523133,0,20.0,0,8,1.6928029999523133,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,24,4984.188000023831,1,20.0,0,8,4.98418800002383,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,24,1577.338000047661,0,20.0,0,8,1.577338000047661,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,4,1447.7079999761772,0,20.0,0,8,1.4477079999761773,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,1,2303.318000023836,1,20.0,0,8,2.3033180000238356,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,2,2030.6680000238705,1,20.0,0,8,2.0306680000238706,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,12,1491.9529999761726,0,20.0,0,8,1.4919529999761725,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,2,1268.2979999523377,1,20.0,0,8,1.2682979999523376,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,24,1311.0129999761702,0,20.0,0,8,1.3110129999761702,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,1,942.5629999522936,0,20.0,0,8,0.9425629999522935,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,2,1424.5780000238449,1,20.0,0,8,1.4245780000238448,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,1,2545.8429999523214,1,20.0,0,8,2.5458429999523213,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,1,2616.222999999998,1,20.0,0,8,2.616222999999998,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,4,1594.7829999999958,1,20.0,0,8,1.5947829999999958,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,2,1881.197999976168,1,20.0,0,8,1.8811979999761679,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,52,1309.3780000476982,0,20.0,0,8,1.3093780000476982,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,4,3584.3279999999795,1,20.0,0,8,3.5843279999999793,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,52,1259.6979999523028,1,20.0,0,8,1.2596979999523028,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,52,1310.5129999999772,1,20.0,0,8,1.3105129999999772,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,24,895.1630000000005,1,20.0,0,8,0.8951630000000005,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,12,874.98799995234,1,20.0,0,8,0.87498799995234,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,2,1262.5680000477005,1,20.0,0,8,1.2625680000477004,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,1,892.6830000476912,1,20.0,0,8,0.8926830000476912,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,2,2133.307999952289,1,20.0,0,8,2.133307999952289,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,52,1311.86299995234,1,20.0,0,8,1.3118629999523401,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,52,1218.4130000476723,0,20.0,0,8,1.2184130000476723,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,12,2223.793000000005,1,20.0,0,8,2.223793000000005,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,24,1571.2730000476586,0,20.0,0,8,1.5712730000476585,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,1,1362.3979999999865,1,20.0,0,8,1.3623979999999865,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,12,1187.9829999761423,1,20.0,0,8,1.1879829999761422,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,12,1663.57300002384,1,20.0,0,8,1.66357300002384,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,4,2204.5680000477005,1,20.0,0,8,2.2045680000477006,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,12,2439.003000047698,1,20.0,0,8,2.4390030000476983,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,52,2269.29299997614,1,20.0,0,8,2.26929299997614,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,52,1426.2079999999842,0,20.0,0,8,1.4262079999999842,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,4,1153.5729999523028,0,20.0,0,8,1.1535729999523028,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,2,7364.07300002384,1,20.0,0,8,7.36407300002384,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,4,1156.5580000476912,1,20.0,0,8,1.1565580000476912,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,52,910.2029999523074,1,20.0,0,8,0.9102029999523075,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,12,1234.4730000476702,1,20.0,0,8,1.2344730000476702,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,12,839.3980000476586,1,20.0,0,8,0.8393980000476585,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,1,1512.1429999523098,1,20.0,0,8,1.5121429999523097,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,24,1532.532999976131,1,20.0,0,8,1.5325329999761308,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,24,876.16799997614,1,20.0,0,8,0.87616799997614,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,2,774.5480000238167,1,20.0,0,8,0.7745480000238167,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,12,3093.058000000019,1,20.0,0,8,3.093058000000019,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,24,1308.0229999761796,1,20.0,0,8,1.3080229999761797,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,1,2015.8730000238284,1,20.0,0,8,2.0158730000238285,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,4,1582.7129999523167,1,20.0,0,8,1.5827129999523168,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,24,1511.9829999761423,0,20.0,0,8,1.5119829999761423,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,52,3170.1729999523377,0,20.0,0,8,3.170172999952338,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,2,3037.0629999761586,0,20.0,0,8,3.0370629999761585,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,24,1056.44800002384,1,20.0,0,8,1.05644800002384,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,2,1175.0230000476586,1,20.0,0,8,1.1750230000476585,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,12,1053.2129999999888,1,20.0,0,8,1.0532129999999889,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
30.0,4,2819.342999999993,1,20.0,0,8,2.819342999999993,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,2,960.643000023847,1,20.0,0,8,0.960643000023847,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,12,928.1480000476586,0,20.0,0,8,0.9281480000476585,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,2,1212.2630000238423,1,20.0,0,8,1.2122630000238424,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,1,1576.542999952333,1,20.0,0,8,1.576542999952333,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,52,2175.5130000238423,1,20.0,0,8,2.1755130000238423,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
65.0,1,1210.3029999523424,1,20.0,0,8,1.2103029999523423,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,52,1001.783000047668,1,20.0,0,8,1.001783000047668,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,12,771.1780000000144,1,20.0,0,8,0.7711780000000145,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
80.0,4,1375.3429999761863,1,20.0,0,8,1.3753429999761864,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,1,948.2729999523144,0,20.0,0,8,0.9482729999523144,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
130.0,1,718.2330000476795,1,20.0,0,8,0.7182330000476795,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
25.0,24,1269.363000023819,0,20.0,0,8,1.269363000023819,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
50.0,4,774.3780000000261,1,20.0,0,8,0.7743780000000261,20.0,Undergraduate,60%,20%,20%,4.0,10.0,5.0
